sense-23002496,synset-77209,word-temporary_524,
sense-21038833,synset-34173,word-11024910,
sense-23002176,synset-76889,word-temporary_203,
sense-91006625,synset-16412,word-11051143,sj.
sense-22022416,synset-55447,word-50007087,
sense-21054015,synset-17566,word-11034420,
sense-21024192,synset-49221,word-11015880,
sense-21089651,synset-3793,word-12003364,sj.
sense-21083945,synset-29029,word-11052498,
sense-21020056,synset-28598,word-11013297,
sense-21014592,synset-18947,word-11009763,
sense-21002000,synset-34221,word-11001330,
sense-21008092,synset-27675,word-11005309,
sense-22025406,synset-64068,word-53003820,
sense-23002191,synset-76904,word-temporary_218,
sense-21069785,synset-30174,word-11044437-1,
sense-21066089,synset-42097,word-11042202,
sense-21031015,synset-12429,word-11020058,
sense-21071566,synset-7159,word-11045562,
sense-21047494,synset-78868,word-11030339,
sense-21055343,synset-3211,word-11035293,
sense-22028794,synset-59302,word-50009041,
sense-21082828,synset-39785,word-11051859,
sense-21071636,synset-26308,word-11045624,
sense-21017752,synset-20846,word-11011828,
sense-21094571,synset-48772,word-12006356-13,
sense-21034988,synset-36771,word-11022466,
sense-21055492,synset-49414,word-11035416,
sense-21096595-i2,synset-48026,word-12007525,
sense-21086641,synset-20435,word-12001493,
sense-21040705,synset-59134,word-11026173,
sense-21025210,synset-27481,word-11016532,
sense-21037593,synset-68520,word-11024042,
sense-21034050,synset-35315,word-11021924,
sense-21067038,synset-31962,word-11042818,
sense-21094338,synset-s21094338,word-s21094338,
sense-22030570,synset-53156,word-53004726,
sense-21086818,synset-68137,word-12001614,
sense-21012387,synset-37011,word-11008283,hist.
sense-21015531,synset-15585,word-11010339,
sense-21080424,synset-26675,word-11050524,
sense-22032099,synset-52223,word-53202339,
sense-21077947,synset-20645,word-11049171,sj. uden for sms.
sense-21077362,synset-16607,word-11048836,gl.
sense-21074668,synset-78912,word-11047347,
sense-21074719,synset-29629,word-11047380,
sense-28057048,synset-60317,word-40003134,
sense-21022551,synset-75198,word-11014828,
sense-22007913,synset-57790,word-53000526,
sense-21095923,synset-36935,word-12007153,
sense-28026963,synset-53716,word-40001640,
sense-22021819,synset-51193,word-53200897,
sense-21089211,synset-46221,word-12003144-5,
sense-21047564,synset-69727,word-11030369,
sense-21071991,synset-23515,word-11045843,
sense-21081086,synset-74379,word-11050917,
sense-21022181,synset-22358,word-11014621,
sense-21038942,synset-41560,word-11024988,
sense-22003858,synset-63587,word-53006020,
sense-28000306,synset-53408,word-40000045,
sense-21052693,synset-18355,word-11033482,
sense-91007279,synset-24090,word-12003058,
sense-22005092,synset-60889,word-50001433,
sense-91003603,synset-35461,word-11028869,
sense-21075018,synset-47692,word-11047540,
sense-21010595,synset-30429,word-11006875-10,
sense-28044855,synset-54420,word-40002241,
sense-21015800,synset-47326,word-11010513,
sense-21086246,synset-25736,word-12001235,
sense-23000435,synset-75344,word-temporary_914,
sense-21023749,synset-7470,word-11015597,
sense-21070012,synset-37370,word-11044595,
sense-21045878,synset-45752,word-11029318-21,
sense-91000392,synset-36726,word-11002957,sj.
sense-21029594,synset-25424,word-11019258,
sense-21021781,synset-55412,word-11014380,
sense-21067566,synset-29332,word-11043172,
sense-21046816,synset-1340,word-11029915,
sense-21037590,synset-26847,word-11024041,
sense-21086323,synset-5770,word-12001289,
sense-22028601,synset-51858,word-53004288,
sense-22016446,synset-58505,word-53200038,
sense-91000309,synset-6541,word-11002285,gl.
sense-21076458,synset-59764,word-11048243,
sense-21093815,synset-13667,word-12005922,
sense-21014969,synset-29987,word-11010010,
sense-91003110,synset-20209,word-11024562-8,
sense-21012815,synset-14370,word-11008592,
sense-21029918,synset-33261,word-11019438-78,
sense-22025088,synset-55063,word-53003766,
sense-21003175,synset-13803,word-11002124,
sense-21011342-i1,synset-18855,word-11007405,
sense-21031903,synset-35455,word-11020627-1,
sense-21048787,synset-44348,word-11031076,
sense-28121967,synset-53272,word-53004550,
sense-21093757,synset-57238,word-12005876,
sense-21096487,synset-44080,word-12007481,
sense-28119648,synset-63329,word-53006057,
sense-21038404,synset-37242,word-11024595,
sense-21033895,synset-4337,word-11021834,
sense-21090051,synset-s21090051,word-s21090051,
sense-21097921,synset-27878,word-12008380,
sense-28047212,synset-68954,word-50004564,
sense-21096417,synset-47336,word-12007451,
sense-21049356,synset-37262,word-11031407,
sense-28011324,synset-64923,word-40000922,
sense-21068880,synset-44643,word-11043925,
sense-91007905,synset-26867,word-12007802,
sense-21070206,synset-7116,word-11044694,
sense-21030403,synset-21032,word-11019670,
sense-21015735,synset-s21015735,word-s21015735,
sense-21016725,synset-62302,word-11011161,
sense-21038229,synset-12446,word-11024479,
sense-21033943,synset-47113,word-11021864,
sense-21049891,synset-11860,word-11031706,
sense-21091456,synset-28851,word-12004385,
sense-28006220,synset-50261,word-30000914,
sense-21039938-i2,synset-s21039938-d2,word-s21039938,
sense-21002372,synset-21636,word-11001582,
sense-21014256,synset-26517,word-11009568,
sense-21095003,synset-11092,word-12006613,
sense-21075214,synset-69069,word-11047640,
sense-21014862,synset-25968,word-11009935,
sense-21060490,synset-38374,word-11038434,
sense-28076125,synset-56199,word-53200992,
sense-21081938,synset-35857,word-11051327,
sense-21000842,synset-72655,word-11000554,
sense-21056186,synset-48940,word-11035865,
sense-21078763,synset-72123,word-11049619,
sense-91002416,synset-39889,word-11019531,
sense-21072942,synset-69372,word-11046363,
sense-21020021,synset-12137,word-11013269,
sense-21070463,synset-20082,word-11044869,
sense-91000516,synset-16651,word-11004061,
sense-21053124-i1,synset-74121,word-11033819,
sense-21007230,synset-31687,word-11004735,
sense-21088400,synset-49536,word-12002658,
sense-21006373,synset-64882,word-11004206,
sense-21047406,synset-31470,word-11030273,
sense-21069524,synset-14443,word-11044266,
sense-21038774,synset-11136,word-11024862,
sense-21075715,synset-s21075715,word-s21075715,
sense-91004942,synset-6064,word-11038908,ofte hist.
sense-21007266-i1,synset-47876,word-11004768,
sense-21056935,synset-78681,word-11036336,
sense-21064851,synset-8036,word-11041405,
sense-21001979,synset-18036,word-11001316,
sense-21009625,synset-2031,word-11006313,
sense-21079845,synset-30570,word-11050253,
sense-91007134,synset-15536,word-12002081,
sense-23002144,synset-76857,word-temporary_171,
sense-21059220,synset-49345,word-11037691,
sense-28008545,synset-60455,word-40000501,
sense-21022339,synset-43759,word-11014723,
sense-21050363,synset-11030,word-11031938,
sense-21007648,synset-41306,word-11005038,
sense-21094657,synset-11919,word-12006398,
sense-21023877,synset-38848,word-11015682,
sense-21074808,synset-41460,word-11047417,
sense-21069499,synset-6915,word-11044249,
sense-21034501,synset-37248,word-11022193,
sense-22003872,synset-58032,word-53201316,
sense-28124410,synset-61366,word-53002914,
sense-28112030,synset-58985,word-53006256,
sense-28045678,synset-56723,word-40002376,
sense-21086590,synset-24105,word-12001455,
sense-28048138,synset-50850,word-40002722,
sense-28123970,synset-55460,word-53000728,
sense-21069448,synset-36833,word-11044236,
sense-23002287,synset-77000,word-temporary_315,
sense-98000293,synset-13225,word-40003937,
sense-28119774,synset-53271,word-53004150,
sense-22016517,synset-50444,word-53200742,
sense-21029040,synset-58945,word-11018895,
sense-21079750,synset-69766,word-11050215,
sense-21082179,synset-38072,word-11051501,
sense-21016346,synset-37981,word-11010882,
sense-21079016,synset-65013,word-11049774,
sense-21095497,synset-73778,word-12006891,
sense-21008785,synset-49099,word-11005739,
sense-28011426,synset-49814,word-40000934,
sense-21091139,synset-27857,word-12004220,
sense-21041202,synset-39023,word-11026448,
sense-21078851,synset-11972,word-11049652,
sense-21001728,synset-15191,word-11001140,
sense-23000193-i1,synset-8975,word-35000189-0,
sense-91006940,synset-60491,word-12000867,
sense-21038254,synset-41904,word-11024500,
sense-21018660,synset-24283,word-11012380,
sense-21073313,synset-11107,word-11046601,
sense-21088241,synset-16985,word-12002584,
sense-21015236,synset-43040,word-11010168-3,
sense-21059186,synset-72162,word-11037671,
sense-21061761,synset-30123,word-11039295,
sense-21002117,synset-22079,word-11001410,
sense-21039268,synset-69591,word-11025201,
sense-22034590,synset-55549,word-50010715,
sense-21074734,synset-11837,word-11047390,
sense-22024828,synset-65881,word-51002051,
sense-21078002,synset-3587,word-11049204,
sense-21036558,synset-26714,word-11023387,
sense-21047179-i1,synset-s21047179-d1,word-s21047179,
sense-28122109,synset-70501,word-53200667,
sense-22035357,synset-51466,word-53202456,
sense-21094140,synset-67975,word-12006093,
sense-21055279,synset-22390,word-11035246,
sense-21025856,synset-7573,word-11016896,
sense-21034412,synset-25280,word-11022137,
sense-21028223,synset-3397,word-11018405,
sense-21079303,synset-38235,word-11049937,
sense-21078034,synset-39791,word-11049226,
sense-21009057,synset-61591,word-11005915,
sense-21062752,synset-27265,word-11039970,
sense-21061649,synset-1011,word-11039218,
sense-21040529,synset-26849,word-11026087,
sense-21014425,synset-37192,word-11009656,
sense-21039692,synset-48825,word-11025491,sj.
sense-21083517,synset-71845,word-11052270,
sense-28058323,synset-47920,word-50005960,
sense-91003456,synset-27412,word-11027276,
sense-21001063,synset-39796,word-11000715,
sense-22027645,synset-61514,word-50008629,
sense-21029214,synset-46558,word-11019009,
sense-21092122,synset-34030,word-12004799,
sense-91003810,synset-16249,word-11030454,
sense-21012317,synset-6299,word-11008233,
sense-21038865,synset-8242,word-11024932,
sense-21054350,synset-36741,word-11034665,
sense-22029678,synset-51966,word-53004524,
sense-28121257,synset-52155,word-50010404,
sense-22003194,synset-67403,word-50000845,
sense-21035782-i2,synset-77843,word-11022916,
sense-28058442,synset-50252,word-53002393,
sense-22032160,synset-70316,word-53005064,
sense-91001150,synset-16841,word-11009284,
sense-21005288,synset-38409,word-11003560,
sense-22023813,synset-53222,word-53003476,
sense-21015090,synset-6050,word-11010077,
sense-28110913,synset-63118,word-53004492,
sense-91007722,synset-23493,word-12006481,sj.
sense-21083823,synset-43524,word-11052408,
sense-51004457,synset-s51004457,word-s51004457,
sense-21011587,synset-56980,word-11007631,
sense-21030607,synset-17269,word-11019814,
sense-21082161,synset-13770,word-11051485,
sense-22011642,synset-61504,word-50003527,
sense-21052886,synset-73398,word-11033631,
sense-21007516,synset-59492,word-11004952,
sense-21035556,synset-59292,word-11022754,
sense-21041382,synset-41562,word-11026552,
sense-21090572,synset-28226,word-12003866,
sense-21020727,synset-35652,word-11013744,
sense-21096227,synset-45156,word-12007346,
sense-28105973,synset-51878,word-40004667,
sense-21061518,synset-33530,word-11039125,
sense-21036638,synset-31343,word-11023441,sj.
sense-23000132-i1,synset-8914,word-35000131-0,
sense-21059235,synset-37466,word-11037696,
sense-28014158,synset-48974,word-40001289,
sense-21024585,synset-18082,word-11016126,
sense-21037332,synset-29008,word-11023875,
sense-91005126,synset-36970,word-11040304,
sense-28081304,synset-55332,word-40004099,
sense-21051756,synset-68164,word-11032843,
sense-28073778,synset-56554,word-40003453,
sense-21032707,synset-9344,word-11021130,
sense-21082676,synset-30621,word-11051786,
sense-21073574,synset-16937,word-11046765,
sense-21009335,synset-11554,word-11006121,
sense-21026217,synset-45896,word-11017101,
sense-21076076,synset-22815,word-11048037,
sense-21042070,synset-73980,word-11026940,
sense-21069068,synset-45543,word-11044015-19,
sense-21072588,synset-37894,word-11046167,
sense-28067316,synset-57281,word-40003332,
sense-21080740,synset-20323,word-11050725,
sense-28093810,synset-64788,word-50009538,
sense-21005771,synset-47124,word-11003885,
sense-21019152,synset-38446,word-11012674,
sense-21032864,synset-s21032864,word-s21032864,
sense-28020111,synset-64935,word-40001507,
sense-21010140,synset-74753,word-11006599-5,
sense-21086199,synset-61976,word-12001197,
sense-21036495,synset-34011,word-11023344,
sense-21081209,synset-36776,word-11051006,
sense-21068037,synset-23882,word-11043443,
sense-21015707,synset-s21015707,word-s21015707,
sense-21001244,synset-1596,word-11000815,
sense-23000328-i2,synset-9059,word-35000275-0,
sense-21029463,synset-40333,word-11019167,
sense-22006309,synset-50270,word-53000206,
sense-21089863,synset-26513,word-12003482,
sense-21003409,synset-2469,word-11002288,
sense-21026770,synset-10315,word-11017464,
sense-28056091,synset-49474,word-50005678,
sense-28111363,synset-52841,word-53005726,
sense-21034008,synset-14997,word-11021900,
sense-21025482,synset-17117,word-11016690,
sense-21003891,synset-66643,word-11002619,
sense-22018995,synset-66569,word-53002490,
sense-21065655,synset-s21065655,word-s21065655,
sense-28048533,synset-s28048533,word-s28048533,
sense-21054409,synset-39898,word-11034705,
sense-22006057,synset-50792,word-53000134,
sense-22033368,synset-61485,word-53202384,
sense-22027058,synset-50843,word-53003969,
sense-21061814,synset-19884,word-11039313,
sense-91001166,synset-16004,word-11009472,
sense-21039852,synset-37292,word-11025596,
sense-21065869,synset-34069,word-11042056,
sense-21066621,synset-39183,word-11042564,
sense-21076241,synset-15419,word-11048122,
sense-21030584,synset-1215,word-11019795,
sense-21060792,synset-73872,word-11038638-7,
sense-22032879,synset-52469,word-50010265,
sense-21054587,synset-25949,word-11034853,
sense-21002265,synset-4696,word-11001501,
sense-21069662,synset-67017,word-11044358,
sense-91001599,synset-28807,word-11013036,
sense-21019556,synset-27288,word-11012959,
sense-28125031,synset-64918,word-53000973,
sense-21076863,synset-24937,word-11048478,
sense-21075946,synset-29350,word-11047971,
sense-21084340,synset-44099,word-12000050-156,
sense-21086330,synset-10779,word-12001295,
sense-21073864,synset-30187,word-11046949,
sense-21050414,synset-17549,word-11031973,
sense-28103985,synset-50308,word-40004619,
sense-21001925,synset-40757,word-11001262,
sense-28080637,synset-50882,word-40004019,
sense-21002451-i1,synset-s21002451-d1,word-s21002451,
sense-21042719,synset-7552,word-11027305,
sense-21027874,synset-40387,word-11018216,
sense-21044829,synset-62963,word-11028636,
sense-22012752,synset-2584,word-51000787,
sense-22022079,synset-52635,word-53003085,
sense-28005934,synset-67200,word-30000822,
sense-21012482,synset-15574,word-11008343,
sense-91003929,synset-34060,word-11031395-14,
sense-21082326,synset-70777,word-11051580,
sense-21086793,synset-15451,word-12001596,
sense-21052105,synset-63576,word-11033084,
sense-21046740,synset-62799,word-11029879,
sense-21069670,synset-27779,word-11044364-7,
sense-22030869,synset-70221,word-50009784,
sense-21019236,synset-10263,word-11012736,
sense-21011021,synset-10188,word-11007136,
sense-91004091,synset-15330,word-11032473,
sense-21026920,synset-36364,word-11017580,
sense-21004495,synset-49634,word-11003078,
sense-98003515,synset-7953,word-49001238,
sense-28041926,synset-52449,word-40001915,
sense-21026429,synset-42008,word-11017231,
sense-21005994,synset-50026,word-11003986,
sense-21036065,synset-41295,word-11023105,
sense-28080474,synset-50221,word-40003987,
sense-23000324-i2,synset-9115,word-35000271-0,
sense-21019692,synset-6022,word-11013021,
sense-21033452,synset-2270,word-11021542,
sense-21078361,synset-64718,word-11049419,sj.
sense-21044110,synset-29542,word-11028194,
sense-28121737,synset-51041,word-53004708,
sense-21043379,synset-48685,word-11027749,
sense-21051006,synset-77744,word-11032360,
sense-28120276,synset-68317,word-52000074,
sense-21009182,synset-39962,word-11006019,hist.
sense-98003338,synset-14427,word-49001033,
sense-21083271,synset-3128,word-11052112,
sense-28049080,synset-55992,word-40002901,
sense-22019905,synset-73515,word-53002705,
sense-98000245,synset-49554,word-30000494,sj.
sense-21092475,synset-s21092475,word-s21092475,
sense-21059485,synset-9912,word-11037853,
sense-21085466,synset-35624,word-12000773,
sense-91006763,synset-47219,word-11052307,
sense-28110156,synset-65692,word-53401431,
sense-21061872,synset-62829,word-11039363,
sense-21058144,synset-10042,word-11037096,
sense-21075187,synset-48939,word-11047628,
sense-98003018,synset-55727,word-49000482,
sense-28097549,synset-69080,word-53004891,
sense-21054657,synset-19746,word-11034903,
sense-21008018,synset-22274,word-11005255,
sense-22021752,synset-65354,word-53003020,
sense-91006333,synset-31936,word-11049146-27,
sense-21037474,synset-s21037474,word-s21037474,
sense-28111824,synset-57908,word-53005955,
sense-91001346,synset-36846,word-11011009,
sense-21019958,synset-37387,word-11013211,
sense-21029779,synset-66655,word-11019384,især i sportsjournalistik
sense-21058145,synset-68754,word-11037096,
sense-21094598,synset-40895,word-12006375,
sense-21022599,synset-57246,word-11014863,
sense-28054864,synset-55738,word-30000790,
sense-21039477,synset-8182,word-11025333,
sense-21029364,synset-15583,word-11019110,
sense-21044652,synset-9847,word-11028523,
sense-22010773,synset-56710,word-53001034,
sense-28068376,synset-57960,word-50007027,
sense-21080644,synset-44667,word-11050673,
sense-23000185-i1,synset-8967,word-35000179-0,
sense-21006933,synset-29952,word-11004528-6,
sense-28019105,synset-59179,word-53000050,
sense-21069796,synset-70622,word-11044444,
sense-21034770,synset-71316,word-11022311,
sense-22011060,synset-63305,word-50003345,
sense-21035950,synset-26019,word-11023029,
sense-28110946,synset-54514,word-53005023,
sense-21089097,synset-40098,word-12003085,
sense-21007647,synset-23096,word-11005037,
sense-21063316,synset-31839,word-11040354,
sense-21047929,synset-11197,word-11030545,
sense-28116175,synset-s28116175,word-s28116175,
sense-28119669,synset-53880,word-50001366,
sense-21079995,synset-27601,word-11050313-38,
sense-21020893,synset-358,word-11013836,
sense-21083312,synset-37552,word-11052142,sj.
sense-21069384,synset-49086,word-11044207,
sense-28121894,synset-53728,word-50002794,
sense-28045688,synset-60672,word-40002378,
sense-21005333,synset-16157,word-11003590,
sense-21085188,synset-36284,word-12000546,
sense-21067839,synset-13102,word-11043330,
sense-91003840,synset-21051,word-11030716,
sense-21049114,synset-29307,word-11031263,
sense-21075882,synset-28677,word-11047935,
sense-21085112,synset-44025,word-12000494,
sense-21027095,synset-26625,word-11017689,
sense-28099381,synset-66265,word-40004502,
sense-21060413,synset-66060,word-11038390,
sense-22035340,synset-55512,word-50011020,
sense-21012553,synset-6186,word-11008384,
sense-21071164,synset-56219,word-11045283,
sense-28122124,synset-55818,word-53001550,
sense-21037147,synset-13165,word-11023745,
sense-28111495,synset-65650,word-53005802,
sense-28031197,synset-60313,word-40001718,
sense-21076484,synset-30209,word-11048261-1,
sense-21091055,synset-44777,word-12004179,
sense-21009345,synset-27312,word-11006129,
sense-22030781,synset-59906,word-53004789,
sense-28071275,synset-55619,word-53003349,
sense-28128113,synset-60605,word-53004230,
sense-21049494,synset-32397,word-11031505,
sense-21049512,synset-68864,word-11031519,
sense-28118619,synset-57964,word-50006469,
sense-22013326,synset-67401,word-50004031,
sense-28011683,synset-55677,word-30000932,
sense-21033945,synset-209,word-11021866,især hist.
sense-28077495,synset-50769,word-53003822,
sense-22004937,synset-55352,word-53006215,
sense-21010484,synset-28582,word-11006814,
sense-21041707,synset-62814,word-11026727,
sense-21001421,synset-33080,word-11000918,
sense-91001704-i2,synset-25919,word-11013810,
sense-21007188-i2,synset-77753,word-11004707,
sense-21000724,synset-25697,word-11000485,
sense-21094142,synset-49607,word-12006095,
sense-22021664,synset-55118,word-53003010,
sense-21044373,synset-73799,word-11028348,
sense-21030080,synset-4488,word-11019467,
sense-21078708,synset-44887,word-11049591-34,
sense-21076841,synset-20228,word-11048456,
sense-21027125,synset-38454,word-11017711,
sense-21036442,synset-18270,word-11023318,
sense-22010102,synset-64996,word-53000896,
sense-22028236,synset-64983,word-52100152,
sense-22026658,synset-58229,word-50008342,
sense-21041003,synset-1813,word-11026333-19,
sense-21061839,synset-4098,word-11039337,
sense-21061272,synset-36976,word-11038972,
sense-21006049,synset-29387,word-11004020,
sense-21005414,synset-63645,word-11003640,
sense-21058128,synset-42090,word-11037083,
sense-51003916,synset-s51003916,word-s51003916,
sense-21061521,synset-10609,word-11039129,
sense-21011820,synset-18877,word-11007825,
sense-21032805,synset-73854,word-11021166-42,
sense-21082107-i1,synset-16964,word-11051440,
sense-21068152,synset-1104,word-11043506,
sense-21048913,synset-64414,word-11031161,
sense-91004445,synset-19776,word-11035568,sj.
sense-28025958,synset-66052,word-30000590,
sense-21014383,synset-4415,word-11009630,sj.
sense-21074380,synset-33405,word-11047203,
sense-91007485,synset-28894,word-12004298,
sense-21050645,synset-31472,word-11032134,
sense-22018421,synset-50751,word-53002364,
sense-21005466,synset-1611,word-11003681,
sense-21055348,synset-65150,word-11035297,
sense-22016856,synset-52014,word-53002001,
sense-21073591,synset-2920,word-11046781,
sense-21093671,synset-30298,word-12005827,
sense-21094854,synset-11576,word-12006542,
sense-21025867,synset-75170,word-11016905,
sense-21006079,synset-73614,word-11004038,
sense-22033614,synset-69500,word-53005281,
sense-21009712,synset-33347,word-11006374-6,
sense-21066533,synset-36952,word-11042517,
sense-23002272,synset-76985,word-temporary_299,
sense-21005020-i1,synset-2397,word-11003403,
sense-98002521,synset-24776,word-45001868,
sense-21052976,synset-74348,word-11033718,
sense-21054351,synset-40082,word-11034665,
sense-21066110,synset-42695,word-11042219,
sense-21059691,synset-37742,word-11037952,sj.
sense-21030338,synset-46919,word-11019624,
sense-21044565,synset-10953,word-11028472,
sense-22031932,synset-63119,word-53005016,
sense-21094552,synset-78205,word-12006350,
sense-21093002,synset-s21093002,word-s21093002,
sense-28008397,synset-53985,word-40000516,
sense-21079942,synset-20299,word-11050302,
sense-21016773,synset-4887,word-11011204,
sense-21045766,synset-29876,word-11029252,
sense-28045595,synset-72297,word-40002358,
sense-21069948,synset-24245,word-11044550,
sense-21009158,synset-68593,word-11005997,
sense-21011795,synset-28586,word-11007810,
sense-21028742,synset-38045,word-11018718,
sense-21071454,synset-s21071454,word-s21071454,
sense-22008152,synset-60646,word-53000563,
sense-21044074,synset-24096,word-11028171,
sense-21032285,synset-73625,word-11020874,
sense-21061188,synset-8691,word-11038911-7,
sense-21001980,synset-12116,word-11001319,gl.
sense-21083208,synset-13887,word-11052080,
sense-21050893,synset-41018,word-11032277,
sense-21054469,synset-73593,word-11034744,
sense-21066465,synset-11036,word-11042470,
sense-21082436,synset-70818,word-11051636-7,
sense-22033449,synset-65424,word-50010354,
sense-21095964,synset-62842,word-12007185,
sense-21012556,synset-3887,word-11008386,
sense-21056731,synset-s21056731,word-s21056731,
sense-21062361,synset-27752,word-11039732,
sense-21031405,synset-17362,word-11020351,
sense-21090921,synset-1983,word-12004103,
sense-21015698,synset-18973,word-11010433,gl.; især i bibelske tekster og ordsprog
sense-21086925-i1,synset-s21086925-d1,word-s21086925,
sense-21021517,synset-s21021517,word-s21021517,
sense-22027774,synset-59719,word-50008687,
sense-28119961,synset-65500,word-53001463,
sense-28045361,synset-73454,word-40002318,
sense-21003912,synset-36676,word-11002635,
sense-21047316,synset-46785,word-11030232,
sense-21043246,synset-65054,word-11027669,
sense-21062399,synset-2244,word-11039759,
sense-21016739,synset-69329,word-11011173,
sense-28112386,synset-55029,word-53004673,
sense-21078008,synset-s21078008,word-s21078008,
sense-21098227,synset-37120,word-12008542,
sense-21000687,synset-72653,word-11000454,
sense-22013545,synset-51762,word-53001563,
sense-21086801,synset-37896,word-12001604,
sense-21031146,synset-57303,word-11020166,
sense-21051403,synset-36165,word-11032604,
sense-21095260,synset-27448,word-12006761-9,
sense-23000050-i1,synset-8832,word-35000049-0,
sense-28124309,synset-52319,word-53000760,
sense-21000817,synset-72109,word-11000541,
sense-21026644,synset-71092,word-11017380,
sense-21009131,synset-38402,word-11005978,
sense-21077544,synset-66237,word-11048950,
sense-21054590,synset-12823,word-11034853,
sense-22012396,synset-67067,word-53001339,
sense-21046671,synset-2680,word-11029828,
sense-91002493,synset-33996,word-11020157,
sense-21040922,synset-19390,word-11026297,
sense-21032452,synset-15624,word-11020992,
sense-21056167,synset-32726,word-11035852,
sense-21077291,synset-78362,word-11048788,
sense-22007618,synset-58319,word-50002384,
sense-98003479,synset-31284,word-49001153,
sense-28080409,synset-62975,word-40003977,
sense-22011997,synset-50619,word-53001263,
sense-28056081,synset-61230,word-50005672,
sense-28122180,synset-69266,word-53002260,
sense-21026815,synset-75290,word-11017507,
sense-21041645,synset-34214,word-11026698,
sense-22031335,synset-51045,word-53004881,
sense-21014577,synset-28920,word-11009755,
sense-21047216,synset-39471,word-11030179,
sense-21060539,synset-71356,word-11038465,
sense-21065900,synset-46763,word-11042079,
sense-21041555,synset-46761,word-11026650,
sense-21022121,synset-78985,word-11014589,
sense-53200273,synset-s53200273,word-s53200273,
sense-21020819,synset-44618,word-11013787-13,
sense-21065421,synset-25411,word-11041746,
sense-21016657,synset-26762,word-11011115,
sense-21033104,synset-49800,word-11021350,
sense-28043784,synset-57190,word-40002030,
sense-22006128,synset-53191,word-53000157,
sense-21088675,synset-45155,word-12002800,
sense-21068924,synset-30155,word-11043956,
sense-21008161,synset-34986,word-11005349,bruges af og til som uformel stillingsbetegn. i stillingsannoncer
sense-21071488,synset-74051,word-11045524,
sense-21066638,synset-60541,word-11042571,
sense-21073623,synset-20153,word-11046807,
sense-22013961,synset-51182,word-53201680,
sense-21021837,synset-7124,word-11014416,
sense-91001009,synset-2158,word-11008095,
sense-22019171,synset-61563,word-50006223,
sense-28081263,synset-69198,word-40004091,
sense-28111350,synset-51059,word-53005718,
sense-21093886,synset-27620,word-12005968,
sense-21052513,synset-21149,word-11033352,
sense-22003772,synset-64640,word-53200431,
sense-21093082,synset-72606,word-12005423,
sense-22027093,synset-60606,word-53003973,
sense-21080145,synset-6229,word-11050389,
sense-21018127,synset-41849,word-11012131,
sense-21089040,synset-20484,word-12003039,
sense-24000003,synset-3290,word-temporary_2,
sense-28128100,synset-53789,word-50005424,
sense-21042497,synset-15302,word-11027165,
sense-21076605,synset-14160,word-11048343,
sense-28098722,synset-55597,word-40004482,
sense-21076501,synset-42141,word-11048275,
sense-21065140,synset-73303,word-11041580,
sense-22019039,synset-63990,word-53002501,
sense-21044472,synset-37058,word-11028405,
sense-28123248,synset-52325,word-50004238,
sense-21019885,synset-39061,word-11013157,
sense-21004914,synset-26968,word-11003342,jargon
sense-21029076,synset-20787,word-11018915,
sense-23001208,synset-75603,word-temporary_775,
sense-21080530,synset-29166,word-11050594,
sense-21041942,synset-587,word-11026841,
sense-91000735,synset-1717,word-11005736,
sense-21041398,synset-31648,word-11026564,
sense-21077736-i1,synset-s21077736-d1,word-s21077736,
sense-21086363,synset-14336,word-12001312,
sense-21049024,synset-13973,word-11031208,
sense-21030718,synset-26839,word-11019895,
sense-21041894,synset-33417,word-11026812-35,
sense-21043648,synset-29139,word-11027879,
sense-21053980,synset-32338,word-11034388,
sense-21083484,synset-71540,word-11052245,
sense-21084436,synset-39351,word-12000111,
sense-21004542,synset-7182,word-11003102,
sense-21061377,synset-15841,word-11039045,
sense-21032746,synset-40436,word-11021162,
sense-21083397,synset-1659,word-11052201,
sense-21082137,synset-10749,word-11051468,
sense-28109822,synset-63591,word-53400306,
sense-21031283,synset-9973,word-11020267,
sense-21041201,synset-39022,word-11026448,
sense-21031201,synset-610,word-11020210,
sense-21030675,synset-2645,word-11019868,
sense-21095622-i1,synset-39163,word-12006972,
sense-21048560,synset-3494,word-11030948,
sense-22031029,synset-70551,word-53004826,
sense-21067867,synset-34193,word-11043355,
sense-21038146,synset-13106,word-11024421,
sense-21095479,synset-14548,word-12006884,
sense-51004402,synset-s51004402,word-s51004402,
sense-21025111,synset-19138,word-11016469,
sense-21068584,synset-30151,word-11043757,
sense-91004521,synset-10955,word-11036011,
sense-28119677,synset-59206,word-53006239,
sense-28066829,synset-69048,word-40003323,
sense-21076775,synset-5992,word-11048423,
sense-21033089,synset-34916,word-11021337,
sense-21010443,synset-68129,word-11006786,
sense-21098304,synset-21012,word-12008584,
sense-21073232,synset-68412,word-11046560,
sense-21085768,synset-41290,word-12000968-2,
sense-91002488,synset-19228,word-11020104,
sense-91006272,synset-48271,word-11048691,
sense-21020043,synset-20785,word-11013287,
sense-21039170,synset-34174,word-11025135,hist.
sense-21009694,synset-31101,word-11006367,
sense-21018813,synset-71365,word-11012473,
sense-91005831,synset-68487,word-11045610,
sense-28122956,synset-51031,word-53002813,
sense-21038263,synset-9894,word-11024508,sj.
sense-21069084,synset-37473,word-11044016,
sense-21050245,synset-48101,word-11031870,
sense-28032042,synset-57277,word-53000924,
