sense-22004454,synset-58205,word-50001268,
sense-91001021,synset-37102,word-11008195,
sense-21093522,synset-30297,word-12005716,
sense-21053816,synset-57068,word-11034283,
sense-22022498,synset-57898,word-53003171,
sense-21083001,synset-21216,word-11051969,
sense-28126477,synset-51641,word-53200572,
sense-22032171,synset-65797,word-51002739,
sense-28068542,synset-55489,word-50007067,
sense-21077799,synset-67428,word-11049120,
sense-21024848,synset-13610,word-11016304,
sense-28126971,synset-48814,word-50006463,
sense-28062695,synset-54367,word-30000644,
sense-21027779,synset-34350,word-11018158-9,
sense-21022306,synset-17749,word-11014704,
sense-21014931,synset-48639,word-11009977,
sense-21072581,synset-12067,word-11046160,
sense-21096383,synset-71958,word-12007439,
sense-28012193,synset-72238,word-30001098,
sense-21049303,synset-s21049303,word-s21049303,
sense-21040702,synset-28938,word-11026169,
sense-21062882,synset-29376,word-11040057,
sense-28110588,synset-55355,word-53001602,
sense-28074554,synset-62375,word-30000446,
sense-21016576,synset-10242,word-11011055,
sense-28009634,synset-49813,word-40000679,
sense-21007562,synset-37331,word-11004988,
sense-21037571,synset-64378,word-11024028,
sense-28110772,synset-52548,word-53003796,
sense-21011222,synset-26468,word-11007297,
sense-28118744,synset-58171,word-53200438,
sense-28044066,synset-66519,word-40002094,
sense-91002006,synset-s91002006,word-s91002006,
sense-28014134,synset-52716,word-40001287,
sense-91007736,synset-41331,word-12006588,
sense-21025613,synset-17424,word-11016766,
sense-23002277,synset-76990,word-temporary_305,
sense-28123556,synset-72284,word-50003703,
sense-21053173,synset-20785,word-11033854,især i pornografiske tekster
sense-21017876,synset-12990,word-11011946,
sense-21025433,synset-14243,word-11016653,
sense-21045335,synset-11778,word-11028975,
sense-21086512,synset-39177,word-12001407,
sense-22011047,synset-50517,word-53001088,
sense-21085543,synset-40346,word-12000824,
sense-21001966,synset-18657,word-11001303,
sense-21070407,synset-17737,word-11044832,
sense-21087342,synset-38268,word-12001982,
sense-21069041,synset-37309,word-11044013,
sense-21049640,synset-44658,word-11031586-47,
sense-21069693,synset-5495,word-11044383,
sense-22016925,synset-60732,word-53002034,
sense-21045105,synset-68058,word-11028833,
sense-22012569,synset-73507,word-50003816,
sense-21061947,synset-21065,word-11039422-8,
sense-21054028,synset-15687,word-11034431,
sense-21011137,synset-12800,word-11007235,
sense-22016979,synset-64099,word-53002052,
sense-21075317,synset-75239,word-11047706,
sense-21002714,synset-38822,word-11001827,
sense-21059205,synset-13255,word-11037682,
sense-21093304,synset-68939,word-12005584-2,
sense-21038652,synset-5302,word-11024779,
sense-21090859,synset-32080,word-12004068,
sense-91005068,synset-9639,word-11039939,
sense-91003671,synset-1635,word-11029439,
sense-28012579,synset-58852,word-40001113,
sense-91001485,synset-36365,word-11012170,
sense-21070466,synset-5496,word-11044872,
sense-21084632,synset-69209,word-12000186,
sense-22021468,synset-60628,word-50006873,
sense-21037996,synset-28869,word-11024323,
sense-21096046,synset-25694,word-12007227,
sense-21043281,synset-5618,word-11027695-5,
sense-21006815,synset-46717,word-11004468,
sense-21025347,synset-6158,word-11016598,
sense-22027242,synset-50611,word-53202117,
sense-21064194,synset-45222,word-11040973,
sense-22018411,synset-51184,word-53200794,
sense-21013625,synset-3165,word-11009124,
sense-21045155,synset-29487,word-11028860,
sense-28110243,synset-65041,word-50001707,
sense-21094685,synset-47915,word-12006417,
sense-21097858,synset-23905,word-12008329,
sense-21007224,synset-18770,word-11004733,
sense-22027453,synset-67753,word-50008575,
sense-21002100,synset-37871,word-11001396,
sense-21092626-i2,synset-s21092626-d2,word-s21092626,
sense-98000272,synset-17328,word-40003459,
sense-28034377,synset-59970,word-40001770,
sense-28047874,synset-55454,word-40002676,
sense-22019656,synset-58195,word-50006373,
sense-21047102,synset-11362,word-11030109,
sense-21019042,synset-69316,word-11012608,
sense-21062842,synset-559,word-11040028,
sense-91000976,synset-18870,word-11007666,
sense-28025987,synset-61674,word-40001626,
sense-22008100,synset-52446,word-53201457,
sense-21053506,synset-6140,word-11034073,
sense-21003976,synset-44086,word-11002680,
sense-28120204,synset-54086,word-50002163,
sense-21059578,synset-74243,word-11037890-52,
sense-21051482,synset-31587,word-11032665,
sense-21033645,synset-74299,word-11021648,
sense-21050299,synset-4518,word-11031897,
sense-28049728,synset-62845,word-53001727,
sense-21008400,synset-63923,word-11005476,
sense-21097146,synset-16631,word-12007907,
sense-21095977,synset-30636,word-12007190,
sense-21011626,synset-60148,word-11007664,
sense-21046378,synset-18312,word-11029615,
sense-21098125,synset-13287,word-12008479,
sense-21030918,synset-37789,word-11020022,
sense-28051506,synset-61069,word-50005070,
sense-21057769,synset-s21057769,word-s21057769,
sense-21040737,synset-4424,word-11026182,
sense-28110066,synset-59125,word-53401050,
sense-21049081,synset-35580,word-11031242,
sense-28121130,synset-50947,word-53003963,
sense-22028065,synset-54446,word-53004166,
sense-21056253,synset-39673,word-11035906,
sense-21024320-i2,synset-s21024320-d2,word-s21024320,
sense-21047820,synset-23075,word-11030485,
sense-28039913,synset-61154,word-50003825,
sense-21005033,synset-60358,word-11003408,
sense-21004930,synset-510,word-11003353,
sense-21062634,synset-42046,word-11039907,sj.
sense-21060944,synset-42884,word-11038745,
sense-21048376,synset-36670,word-11030813,
sense-21035349,synset-47366,word-11022635,
sense-21040021,synset-35948,word-11025702,
sense-21092584,synset-49125,word-12005106,
sense-21069936,synset-73945,word-11044538,
sense-21087930,synset-23247,word-12002408,
sense-21060229,synset-6516,word-11038280,
sense-22020013,synset-58249,word-53201845,
sense-28097182,synset-57723,word-40004455,
sense-21017413,synset-35190,word-11011597,
sense-22023559,synset-51653,word-53200945,
sense-21062722,synset-36774,word-11039953,
sense-21022063,synset-11248,word-11014553,
sense-21018287,synset-74685,word-11012181,
sense-28093297,synset-51384,word-53004592,
sense-21052030,synset-41816,word-11033035,
sense-28061860,synset-58533,word-40003251,
sense-21060817,synset-5028,word-11038648,
sense-21081113,synset-251,word-11050939,
sense-21013973,synset-18924,word-11009366,
sense-21046424,synset-5322,word-11029652,
sense-21014684,synset-71110,word-11009827,
sense-28127576,synset-65936,word-51003146,
sense-21091318,synset-63413,word-12004292,
sense-21022463,synset-25506,word-11014783,
sense-21055411,synset-74574,word-11035339-15,
sense-21000972,synset-s21000972,word-s21000972,
sense-21015466,synset-68480,word-11010291,
sense-28066607,synset-54820,word-53003009,
sense-21075505,synset-4781,word-11047809,
sense-21015523,synset-9613,word-11010334,
sense-22009183,synset-51309,word-53201502,
sense-21024815,synset-29119,word-11016287,
sense-21031647,synset-62065,word-11020482,
sense-28006813,synset-69989,word-30001129,
sense-21022450,synset-15802,word-11014783,
sense-98002774,synset-36376,word-49102119,
sense-22032896,synset-58382,word-53005190,
sense-22021769,synset-57273,word-53003026,
sense-28082901,synset-52059,word-53003968,
sense-98003336,synset-12201,word-49122533,
sense-91004508,synset-33577,word-11035898,
sense-21048696,synset-33917,word-11031033,
sense-91001269,synset-s21047570,word-s91001269,
sense-22019678,synset-51699,word-53002650,
sense-21094689,synset-5962,word-12006421,
sense-22024854,synset-51602,word-50007837,
sense-28052449,synset-67448,word-40003049,
sense-21090040,synset-s21090040,word-s21090040,
sense-21051470,synset-21218,word-11032652,
sense-21040982,synset-74975,word-11026331,
sense-22030319,synset-57930,word-50009583,
sense-21080063,synset-11674,word-11050349,
sense-21066117,synset-38647,word-11042225,
sense-21038457,synset-35006,word-11024634,
sense-28059785,synset-54365,word-30000641,
sense-21083655,synset-78053,word-11052302,
sense-28110957,synset-52154,word-53005028,
sense-28012029-i2,synset-74009,word-40001041,
sense-22034455,synset-51805,word-50010688,
sense-21014553,synset-10946,word-11009737,
sense-21072846,synset-43015,word-11046300-3,
sense-21067799,synset-43946,word-11043314,
sense-21033381,synset-28156,word-11021512,gl.
sense-22022585,synset-66610,word-50007152,
sense-21029129,synset-28756,word-11018949,
sense-28119742,synset-66796,word-50008412,
sense-21002681,synset-78601,word-11001802,
sense-23000252-i2,synset-9325,word-35000240-0,
sense-21055581,synset-62053,word-11035489,
sense-21061805,synset-2888,word-11039308,
sense-21070105,synset-15728,word-11044653,
sense-21061248,synset-3279,word-11038956,
sense-21049920,synset-38436,word-11031729,
sense-21004866,synset-18724,word-11003312,
sense-21065090,synset-1461,word-11041561,
sense-21055510,synset-28758,word-11035437,
sense-21062102,synset-10032,word-11039535,
sense-28105038,synset-53098,word-40004639,
sense-21013380,synset-9643,word-11008937,
sense-91005198,synset-17748,word-11040882,
sense-21093228,synset-23253,word-12005528,
sense-21076270,synset-7728,word-11048141,
sense-21053134,synset-5639,word-11033826,
sense-21088247,synset-34021,word-12002589,
sense-21038471,synset-20724,word-11024646,
sense-21031981,synset-46560,word-11020688,
sense-21083937,synset-7660,word-11052492,
sense-21073643,synset-69573,word-11046817,sj.
sense-21014995,synset-20776,word-11010028,
sense-24000076,synset-47991,word-temporary_871,
sense-91001731,synset-16397,word-11013962,
sense-21096473,synset-45120,word-12007473-8,
sense-21076100,synset-71028,word-11048055,
sense-21036796,synset-20764,word-11023528,
sense-21090841,synset-47451,word-12004055,
sense-21026077,synset-7051,word-11017003,
sense-21011925,synset-60805,word-11007908,
sense-23000007-i1,synset-8789,word-35000006-0,
sense-21016156,synset-17412,word-11010748,
sense-21095180,synset-s21095180,word-s21095180,
sense-28065247,synset-65603,word-30001116,
sense-21042975-i2,synset-s21042975-d2,word-s21042975,
sense-22016432,synset-59787,word-50005178,
sense-21081020,synset-6923,word-11050878,
sense-21014957,synset-2022,word-11009999,
sense-21026572,synset-64856,word-11017338,
sense-21085426,synset-s21085426,word-s21085426,
sense-28117972,synset-s28117972,word-s28117972,
sense-21042703,synset-74413,word-11027294,
sense-91006448,synset-4742,word-11049882,
sense-21043811,synset-67033,word-11027995,
sense-21004011,synset-2480,word-11002715,
sense-21068292,synset-72646,word-11043579,
sense-21008683,synset-59000,word-11005670,
sense-21043575,synset-3466,word-11027859,
sense-21078727,synset-26504,word-11049599,
sense-28125038,synset-70392,word-53002615,
sense-21088096,synset-5723,word-12002502,
sense-21089328,synset-25297,word-12003217,
sense-21043148,synset-2858,word-11027602,
sense-21031842,synset-12045,word-11020595,
sense-21059276,synset-32605,word-11037721,
sense-91001362,synset-34033,word-11011104,
sense-21017821,synset-29198,word-11011898,
sense-21076667,synset-23889,word-11048370,
sense-21015205,synset-48061,word-11010148,
sense-21047077,synset-68641,word-11030091,
sense-21036707,synset-48183,word-11023485,
sense-21025857,synset-45377,word-11016897,
sense-21065068,synset-9741,word-11041551,
sense-21041665,synset-78441,word-11026708,
sense-21035833,synset-9684,word-11022945,
sense-28112138,synset-65928,word-51000565,
sense-22019705,synset-63437,word-53002661,
sense-21064620,synset-29090,word-11041256,
sense-22027708,synset-70198,word-50008735,
sense-21069894,synset-67281,word-11044511,
sense-21026837,synset-42989,word-11017520-2,
sense-21069636,synset-32311,word-11044337,
sense-21049392,synset-29413,word-11031427,
sense-21086694,synset-48739,word-12001527,
sense-23000285-i2,synset-61013,word-35000129-0,
sense-21031265,synset-24619,word-11020259,
sense-28007549,synset-51339,word-40000315,
sense-28085617,synset-57404,word-50008736,
sense-21011190,synset-14040,word-11007271,
sense-21057353,synset-6180,word-11036597,
sense-51004626,synset-s51004626,word-s51004626,
sense-21052826,synset-46114,word-11033576-2,
sense-28018355,synset-64239,word-53006328,
sense-21030163,synset-28778,word-11019530,
sense-21011534,synset-27685,word-11007586,
sense-21077344,synset-39600,word-11048814,
sense-21066151,synset-46678,word-11042254,
sense-21009207,synset-24010,word-11006040,
sense-21028847,synset-49208,word-11018783,
sense-21022504,synset-36963,word-11014803,
sense-22024935,synset-58437,word-53003728,
sense-21087159,synset-17972,word-12001847,
sense-98002541,synset-18341,word-50008498,
sense-21062437,synset-s21062437,word-s21062437,
sense-21006770,synset-659,word-11004439,
sense-21003442,synset-66646,word-11002320,
sense-21011494,synset-15485,word-11007553,
sense-28071172,synset-56316,word-50007403,
sense-21002179,synset-s21002179,word-s21002179,
sense-28026079,synset-71913,word-40001627,
sense-21036469,synset-33039,word-11023327,
sense-91001924,synset-s91001924,word-s91001924,
sense-21042344,synset-19412,word-11027055,
sense-21023508,synset-39983,word-11015436,
sense-91005393,synset-21279,word-11042500,
sense-21047823,synset-69101,word-11030485-4,
sense-21043608,synset-56293,word-11027868,
sense-21016412,synset-9020,word-11010925,
sense-21030531,synset-29219,word-11019768,
sense-21004448,synset-59055,word-11003048,
sense-21052223,synset-5635,word-11033163,
sense-22009369,synset-58723,word-53200591,
sense-21007407,synset-68242,word-11004872,
sense-28015326,synset-70367,word-50001331,
sense-22022488,synset-53507,word-50007117,
sense-21093461,synset-26417,word-12005666,
sense-21016776,synset-25408,word-11011207,
sense-21054005,synset-30663,word-11034413,
sense-21014022,synset-33184,word-11009409,
sense-21036141,synset-6402,word-11023150,
sense-21014845,synset-60031,word-11009925,
sense-21080477,synset-62968,word-11050554,sj.
sense-21031744,synset-46428,word-11020535,sj.
sense-22001039,synset-77756,word-53005796,
sense-28112266,synset-52231,word-53003656,
sense-21088669,synset-47007,word-12002797,
sense-21050063,synset-46954,word-11031761,
sense-21005367,synset-8611,word-11003610,
sense-21047840,synset-s21047840,word-s21047840,
sense-21019588,synset-29996,word-11012980,
sense-23000103-i2,synset-9177,word-35000103-0,
sense-23000307,synset-8847,word-35000256-0,
sense-21086214,synset-40038,word-12001211,
sense-21059543,synset-17797,word-11037890-14,
sense-21047169,synset-3814,word-11030147,
sense-21083241,synset-s21083241,word-s21083241,
sense-21045338,synset-3478,word-11028975,
sense-21068414,synset-20049,word-11043657,
sense-21078965,synset-41463,word-11049729,
sense-21035633,synset-6422,word-11022803,
sense-22016648,synset-52501,word-53001929,
sense-28050320,synset-54462,word-53001764,
sense-28119545,synset-62164,word-53201730,
sense-21014041,synset-64499,word-11009419,
sense-21023314,synset-47733,word-11015312,
sense-91005298,synset-11244,word-11041705,
sense-21008748,synset-70792,word-11005707,
sense-21089830-i1,synset-s21089830-d1,word-s21089830,
sense-22007330,synset-56887,word-53000409,
sense-21037746,synset-61936,word-11024154,
sense-21076175,synset-28206,word-11048088,
sense-28108051-i2,synset-74017,word-50010931,
sense-21091095,synset-43086,word-12004196,
sense-22010884,synset-67906,word-50003265,
sense-21070590,synset-24202,word-11044960,
sense-21033038,synset-38786,word-11021300,
sense-21017489,synset-19006,word-11011644,
sense-28109769,synset-67524,word-53400166,
sense-21027042,synset-7168,word-11017650,
sense-21093798,synset-58875,word-12005906,
sense-23002100,synset-76813,word-temporary_126,
sense-21078310,synset-11861,word-11049398,
sense-21060206,synset-8555,word-11038265,
sense-28111474,synset-59331,word-53200109,
sense-21050418,synset-39641,word-11031973-5,
sense-21086351,synset-73881,word-12001303,
sense-21042105,synset-18112,word-11026964,
sense-22028247,synset-49872,word-53004205,
sense-21016538,synset-78296,word-11011025,
sense-21074612,synset-44686,word-11047314-9,
sense-28011442,synset-64197,word-40000936,
sense-21038010,synset-38686,word-11024334,
sense-23000068-i1,synset-8850,word-35000069-0,
sense-21003745,synset-14750,word-11002525,
sense-28121983,synset-48589,word-50001301,
sense-28016637,synset-70463,word-53006233,
sense-28014641,synset-56698,word-40001385,
sense-91003609,synset-28577,word-11028976,
sense-21053763,synset-19711,word-11034242,
sense-21036775,synset-22532,word-11023522,
sense-91002926,synset-32364,word-11023128,
sense-21078990,synset-34758,word-11049751,
sense-28019354,synset-53715,word-40001488,
sense-22007759,synset-61122,word-53000505,
sense-98003350,synset-54483,word-49001057,
sense-21096873,synset-61260,word-12007711,
sense-28061105,synset-51375,word-53002641,
sense-28031475,synset-58893,word-50002991,
sense-21052307,synset-5636,word-11033215,
sense-21053105,synset-45261,word-11033804,
sense-21026088,synset-24291,word-11017015,
sense-21019899,synset-57256,word-11013171,
sense-21008194,synset-670,word-11005370,
sense-21080505,synset-31804,word-11050574,
sense-21015741,synset-1544,word-11010455,
sense-21015525,synset-16495,word-11010336,
sense-91006248,synset-3121,word-11048503,
sense-21083386,synset-4373,word-11052195,
sense-21040763,synset-6464,word-11026202,
sense-22015260,synset-53364,word-50004637,
sense-21044668,synset-13845,word-11028535,
sense-21029947,synset-29296,word-11019445,
sense-21000743,synset-27635,word-11000497,
sense-28006768,synset-73085,word-30001089,
sense-21018787,synset-s21018787,word-s21018787,
sense-21061216,synset-s21061216,word-s21061216,
sense-21077476,synset-43686,word-11048913,
sense-28008957,synset-56432,word-50000688,
sense-21046233,synset-64453,word-11029524,
sense-22004774,synset-51439,word-53201337,
sense-28120201,synset-58269,word-50002101,
sense-21038546,synset-7245,word-11024702,
sense-21039929,synset-29011,word-11025629,
sense-21087469,synset-56957,word-12002075,
sense-22028253,synset-50586,word-53004209,
sense-21025593,synset-48099,word-11016757,
sense-21043753,synset-27732,word-11027960,
sense-21042055,synset-44491,word-11026930,
sense-28125624,synset-64900,word-50003267,
sense-21079212,synset-56953,word-11049864,
sense-21040777,synset-68205,word-11026204,
sense-21006427,synset-44048,word-11004239,
sense-21038282,synset-25859,word-11024519,
sense-21062873,synset-26094,word-11040050,
sense-21023691,synset-46015,word-11015550,
sense-21084453,synset-73343,word-12000120,
sense-21047700,synset-2040,word-11030434,
sense-21005691,synset-68290,word-11003838,
sense-21087572,synset-69031,word-12002152,
sense-21045725,synset-1756,word-11029225,
sense-21056649,synset-16114,word-11036173,
sense-28111388,synset-55994,word-53005746,
sense-28012029-i1,synset-53774,word-40001041,
sense-21073397,synset-23970,word-11046645,
sense-21040041,synset-2839,word-11025714,
sense-21002689,synset-73817,word-11001806,
sense-28124382,synset-59440,word-51001239,
sense-28003741,synset-74766,word-40000261,
sense-21095961,synset-23833,word-12007183,
sense-21056906,synset-47174,word-11036318,
sense-21074376,synset-34946,word-11047199,
sense-22015999,synset-65144,word-50004933,
sense-21043255,synset-59677,word-11027673,
sense-21058243,synset-33401,word-11037157,
sense-28099465,synset-70321,word-50010093,
sense-21015396,synset-71088,word-11010247,
sense-91003385,synset-s21041587,word-s91003385,
sense-28003279,synset-64539,word-40000255,
sense-21055417,synset-48909,word-11035343,
sense-21005692-i2,synset-s21005692-d2,word-s21005692,
sense-91007632,synset-49432,word-12005930-1,
sense-21062609,synset-37075,word-11039889,
sense-21089801,synset-5835,word-12003444,
sense-21008788,synset-1115,word-11005742,
sense-28068716,synset-61155,word-50007077,
sense-28111516,synset-66500,word-53005813,
sense-22005921,synset-62294,word-53000100,
sense-21079698,synset-69032,word-11050174,
sense-91001922,synset-72660,word-11015759,
sense-91005034,synset-23222,word-11039725,
sense-22022934,synset-60996,word-53003277,
sense-22004658,synset-64106,word-53006153,
sense-21078765,synset-11644,word-11049620,
sense-21007189-i3,synset-75017,word-11004708,
sense-21064339,synset-30669,word-11041061,
sense-28045230,synset-51851; synset-51872,word-53001677,
sense-28109783,synset-67528,word-53400190,
sense-22018383,synset-65059,word-53002355,
sense-21076603,synset-37499,word-11048341,
sense-21053610,synset-s21053610,word-s21053610,
sense-22012648,synset-55772,word-53001391,
sense-22012517,synset-51401,word-53200188,
sense-21014027,synset-21460,word-11009413,
sense-21027206,synset-26486,word-11017774,
sense-21060690,synset-59561,word-11038560,
sense-21021932,synset-s21021932,word-s21021932,
sense-21005896,synset-13682,word-11003938,
sense-21039717,synset-69331,word-11025510,
sense-53401253,synset-s53401253,word-s53401253,
sense-21062751,synset-27264,word-11039970,
sense-21068187,synset-7928,word-11043528,
sense-21013039,synset-44134,word-11008717,
sense-21070771,synset-35325,word-11045093,
sense-23001063,synset-75498,word-temporary_661,
sense-21062466,synset-74584,word-11039799,
sense-21020904,synset-69697,word-11013840,
sense-28062628,synset-66521,word-40003272,
sense-21091377,synset-7068,word-12004332,sj.
sense-21075941,synset-5791,word-11047968,
sense-21050559-i1,synset-13428,word-11032069,
sense-21002241,synset-26878,word-11001486,
sense-21086318,synset-8749,word-12001287,
sense-22019702,synset-65047,word-52100127,
sense-21008405,synset-16182,word-11005477,
sense-21084846,synset-27097,word-12000322,
sense-21088495,synset-16232,word-12002687,
sense-21077984,synset-30567,word-11049192,
sense-21064528,synset-67693,word-11041187,
sense-22030349,synset-67735,word-53202267,
sense-21065911,synset-882,word-11042087,
sense-21010727-i1,synset-s21010727-d1,word-s21010727,
sense-21096964,synset-32628,word-12007780,
sense-21060907,synset-47512,word-11038721,
sense-21037417,synset-15283,word-11023927,
sense-21023500,synset-s21023500,word-s21023500,
sense-21081139,synset-36571,word-11050959,
sense-21074573,synset-79141,word-11047296,
sense-21007393,synset-17817,word-11004856,hist.
sense-21044956,synset-27290,word-11028726,
sense-22034497,synset-55133,word-53005420,
sense-21062937,synset-13015,word-11040096,
sense-21078275-i2,synset-67257,word-11049375,
sense-23000200-i2,synset-9274,word-35000198-0,
sense-21065322,synset-4728,word-11041672,
sense-21040638,synset-22377,word-11026140,
sense-28037931,synset-75306,word-40001854,
sense-22007848,synset-51884,word-53000516,
sense-21063496,synset-1631,word-11040503,
sense-21085563,synset-69387,word-12000842,
sense-21046957,synset-27298,word-11030013,
sense-21043256-i1,synset-s21043256-d1,word-s21043256,
sense-21006230,synset-73662,word-11004124,
sense-21030674,synset-10978,word-11019867,
sense-28126990,synset-50587,word-53004449,
sense-21095270,synset-64041,word-12006771,
sense-21018449,synset-40378,word-11012269,
sense-21026339,synset-15857,word-11017183,
sense-21070457,synset-7214,word-11044862,
sense-21014063,synset-3819,word-11009432,
sense-21024431,synset-31634,word-11016022,
sense-21051074,synset-67239,word-11032397,
sense-91003202,synset-10899,word-11025416,
sense-21058678,synset-17073,word-11037381,
sense-21025708,synset-s21025708,word-s21025708,
sense-21006956,synset-37330,word-11004542,
sense-21058988,synset-25268,word-11037556,
sense-21081341,synset-4775,word-11051060,
sense-21050922,synset-68238,word-11032300,
sense-28049402,synset-69349,word-40002955,
sense-21068592,synset-31964,word-11043757,
sense-21089823,synset-21265,word-12003455,
sense-21004742,synset-32073,word-11003234-1,
sense-21074026,synset-6371,word-11047017,
sense-28045296,synset-58509,word-40002312,
sense-21044250,synset-s21044250,word-s21044250,
sense-21074530,synset-33944,word-11047276,
sense-91005073,synset-14000,word-11039976,
sense-22023974,synset-54276,word-53200277,
sense-21033232,synset-35374,word-11021404,
sense-23000253,synset-9064,word-35000241-0,
sense-21059143,synset-30988,word-11037641,
sense-21016747,synset-39075,word-11011188,
sense-21048328,synset-40148,word-11030779,
sense-21036779,synset-22533,word-11023523,
sense-28048457,synset-62534,word-40002793,
sense-21034289,synset-s21034289,word-s21034289,
sense-21051988,synset-70121,word-11033019,
sense-21065214,synset-37958,word-11041624,
sense-21020534,synset-14049,word-11013618,
sense-21021705,synset-34311,word-11014333-6,
sense-21035747,synset-66848,word-11022889-2,
sense-21076439,synset-69690,word-11048236,
sense-21084904,synset-67262,word-12000360,
sense-22023060,synset-58506,word-53200928,
sense-21087518,synset-11049,word-12002114,
sense-21072763,synset-32270,word-11046257,
sense-91000124,synset-31681,word-11000911,
sense-21069348,synset-59035,word-11044182,
sense-23000245-i1,synset-9056,word-35000233-0,
sense-21058437,synset-46400,word-11037270-3,
sense-28075351,synset-54794,word-40003476,
sense-21042180,synset-20640,word-11027010,gl.
sense-21009216,synset-41362,word-11006046,
sense-21039979,synset-23754,word-11025670,
sense-21084990,synset-36712,word-12000422,
sense-21010193,synset-5521,word-11006628,
sense-21098194,synset-14334,word-12008508,
sense-21002346,synset-73417,word-11001563,
sense-21022556,synset-41108,word-11014830,
sense-21008391,synset-9632,word-11005470,
sense-21063022,synset-16587,word-11040144,
sense-21024759,synset-35144,word-11016252,
sense-21061651,synset-18051,word-11039221,
sense-21057645,synset-60102,word-11036768,
sense-21087052,synset-3010,word-12001770,
sense-21044155,synset-4202,word-11028218,
sense-21004555,synset-11928,word-11003110,
sense-21091584,synset-73438,word-12004480,
sense-21050647,synset-24853,word-11032136,
sense-22018596,synset-65578,word-53201799,
sense-21025420,synset-60001,word-11016643,
sense-21071608-i1,synset-s21071608-d1,word-s21071608,
sense-21057382,synset-25590,word-11036623,
sense-28017440,synset-50241,word-53006287,
sense-28110002,synset-62555,word-53400847,
sense-21011606,synset-57105,word-11007644,
sense-21058151,synset-26349,word-11037098,
sense-23002231,synset-76944,word-temporary_258,
sense-21005639,synset-27477,word-11003799,
sense-21073696,synset-44240,word-11046856,
sense-21087136,synset-40506,word-12001830,
sense-21079637,synset-3593,word-11050127,
sense-21066697,synset-44096,word-11042607,
sense-21076500,synset-35257,word-11048274,hist.
sense-22007113,synset-70211,word-50002183,
sense-21038161,synset-s21038161,word-s21038161,
sense-21074799,synset-41800,word-11047414,
sense-28124506,synset-55234,word-50009238,
sense-21048359,synset-45911,word-11030798,
sense-28061931,synset-57959,word-50006484,
sense-21031618,synset-1992,word-11020472,
sense-21093286,synset-33687,word-12005571,
sense-21067256,synset-24585,word-11042951,
sense-21009030,synset-65236,word-11005895,
sense-21091736,synset-63081,word-12004578,
sense-21021261,synset-7556,word-11014091,
sense-21064616,synset-5435,word-11041254,
sense-21042445,synset-54907,word-11027131,
sense-21000672,synset-7831,word-11000445,
sense-21048008,synset-24746,word-11030582,
sense-28005549,synset-60898,word-30000705,
sense-28054460,synset-36814,word-50005428,
sense-21086684,synset-71850,word-12001522,
sense-21031882,synset-34538,word-11020619,
sense-21000005,synset-34953,word-11000005,
sense-21049343,synset-46589,word-11031396,
sense-21005359,synset-49739,word-11003603,
sense-21043391,synset-25234,word-11027754,
sense-23002264,synset-76977,word-temporary_291,
sense-21029989,synset-41702,word-11019445-65,
sense-21063227,synset-6101,word-11040279,
sense-28120190,synset-58971,word-53000227,
sense-21025576,synset-63790,word-11016747,
sense-21004168,synset-61601,word-11002832,
sense-21058793,synset-73729,word-11037439,
sense-21034229,synset-21490,word-11022001,
sense-21068333,synset-74378,word-11043602,
sense-21082002,synset-26922,word-11051370,
sense-21090935,synset-60407,word-12004111,
sense-21048835,synset-34023,word-11031111,
sense-23000142-i2,synset-9216,word-35000140-0,
sense-28110964,synset-49940,word-53005138,
sense-22022341,synset-58744,word-53200908,
sense-21060854,synset-4895,word-11038677,
sense-21042972,synset-8406,word-11027475,
sense-21087720,synset-11772,word-12002260,
sense-21072647,synset-31674,word-11046197,
sense-91002752,synset-10872,word-11022030,
sense-28110697,synset-49922,word-53003270,
sense-22004572,synset-58396,word-50001328,
sense-21008167,synset-33093,word-11005352,
sense-21071868,synset-2271,word-11045808,
sense-28032036,synset-72943,word-40001728,
sense-21067982-i2,synset-60249,word-11043401,
sense-21003298,synset-28718,word-11002211,
sense-21060611,synset-47179,word-11038509,
sense-21003669,synset-37427,word-11002474,hist.
sense-21041945,synset-31946,word-11026844,
sense-21065563,synset-6290,word-11041825,
sense-28126176,synset-50530,word-50005782,
sense-21093138,synset-41803,word-12005464,
sense-23002520,synset-77233,word-temporary_550,
sense-21004546,synset-2483,word-11003106,
sense-21045621,synset-17757,word-11029155,
sense-21040497,synset-2841,word-11026060,
sense-21003738,synset-72433,word-11002519,
sense-22024326,synset-53135,word-53003592,
sense-21008173,synset-71451,word-11005353,
sense-21001919,synset-28791,word-11001257,
sense-21051410,synset-69612,word-11032610,
sense-21033632,synset-19267,word-11021640,
sense-22024467,synset-63893,word-53003626,
sense-21054534,synset-26552,word-11034808,
sense-28127325,synset-51063,word-50001868,
sense-21050872,synset-24970,word-11032264,
sense-21085421,synset-1546,word-12000737,
sense-21053855,synset-3052,word-11034305,
sense-21018838,synset-59598,word-11012490,
sense-21075216,synset-41519,word-11047642,
sense-21018395,synset-29992,word-11012256,
sense-21094588,synset-40289,word-12006368,
sense-21059422,synset-17745,word-11037808,
sense-21005366,synset-47097,word-11003609,
sense-28013550,synset-52819,word-40001165,
sense-22019079,synset-57544,word-53200242,
sense-21055545,synset-21684,word-11035462,
sense-21047150,synset-45774,word-11030136-3,
sense-21006767,synset-72117,word-11004437,
